ID,item_cnt_month
889,0.16605099
890,0.41945443
891,0.48350477
892,0.15927954
893,0.18103658
894,0.35803634
895,0.24348256
896,0.16574305
897,0.20685676
898,0.15599343
899,0.42523208
900,0.15246713
901,1.0619576
902,0.1898527
903,0.16574305
904,0.5338651
905,0.39452055
906,2.0342326
907,0.31350577
908,0.38167968
909,0.16574305
910,0.233891
911,0.14835635
912,1.0766035
913,0.6175115
914,0.16574305
915,0.2512822
916,0.22320798
917,0.16125762
918,0.23499385
919,0.3564304
920,0.16574305
921,1.0413532
922,0.1898527
923,0.16149876
924,0.3924008
925,0.24356674
926,0.36730894
927,0.19685815
928,0.34288108
929,0.33287448
930,0.16574305
931,0.16574305
932,0.38993695
933,0.3532037
934,0.16574305
935,0.24348256
936,0.34914407
937,1.0407887
938,0.19349377
939,0.22184175
940,0.20840225
941,0.39785388
942,0.16574305
943,0.4563423
944,0.15927954
945,0.16574305
946,0.229815
947,0.16281058
948,0.34914407
949,0.15568535
950,0.24348256
951,0.16574305
952,0.1629844
953,0.16574305
954,0.31623417
955,0.34914407
956,0.4462827
957,0.1611005
958,0.67151225
959,0.16574305
960,0.16574305
961,0.21202081
962,0.4016446
963,0.20840225
964,0.20840225
965,0.16574305
966,0.28006166
967,0.16574305
968,0.16362388
969,0.17086393
970,0.16574305
971,0.15203233
972,0.15467325
973,0.60823774
974,0.18215124
975,0.16001515
976,0.34058216
977,1.4991124
978,0.36846378
979,0.98875356
980,0.42624697
981,0.35360467
982,0.61642826
983,0.15634204
984,0.16574305
985,0.59352624
986,0.27982342
987,0.5083517
988,0.16467868
989,0.16574305
990,0.16574305
991,0.307483
992,0.29022938
993,0.84378827
994,0.5760546
995,0.22897142
996,0.16574305
997,0.18671279
998,0.26570857
999,0.20025581
1000,0.79787314
1001,0.22141692
1002,0.68169415
1003,0.16574305
1004,0.23506996
1005,0.20267761
1006,0.16574305
1007,0.16403148
1008,0.59536886
1009,0.24344817
1010,0.23588896
1011,0.35898072
1012,0.5112929
1013,1.6492829
1014,0.16574305
1015,0.16574305
1016,0.16574305
1017,0.16574305
1018,0.1538561
1019,0.24348256
1020,0.16574305
1021,0.3195132
1022,0.15045293
1023,0.16004775
1024,0.4010524
1025,0.16511333
1026,0.46272635
1027,0.24231106
1028,0.16574305
1029,0.18594758
1030,0.18290438
1031,0.34914407
1032,2.7353554
1033,0.16574305
1034,0.5300652
1035,0.23597711
1036,0.16652532
1037,1.6251352
1038,0.16574305
1039,0.15525068
1040,0.43896422
1041,0.16574305
1042,0.16574305
1043,0.16974641
1044,0.3120712
1045,0.24348256
1046,0.5613502
1047,0.24348256
1048,0.323986
1049,0.16574305
1050,0.16574305
1051,0.16574305
1052,0.16574305
1053,0.16574305
1054,0.16574305
1055,0.38521534
1056,0.3829679
1057,0.16574305
1058,0.16574305
1059,1.3405654
1060,0.20439538
1061,0.16574305
1062,0.16323128
1063,0.23138115
1064,0.24418627
1065,0.14809787
1066,0.3636243
1067,0.40621373
1068,0.19609287
1069,0.34914407
1070,0.20781793
1071,0.14657152
1072,0.16574305
1073,0.24348256
1074,0.24348256
1075,0.24348256
1076,0.20947535
1077,0.16574305
1078,0.16574305
1079,0.2520295
1080,0.16120303
1081,0.16574305
1082,0.1580102
1083,0.16038738
1084,0.22567216
1085,0.16649939
1086,0.16574305
1087,0.20260283
1088,0.38993695
1089,0.6696669
1090,1.4592109
1091,0.16574305
1092,0.5067489
1093,0.27061003
1094,0.20840225
1095,0.22311048
1096,0.20840225
1097,0.19167674
1098,0.16574305
1099,0.14830469
1100,0.306341
1101,0.24348256
1102,0.28380316
1103,0.75664496
1104,1.2314801
1105,0.20573264
1106,0.16574305
1107,0.6460264
1108,0.15392286
1109,0.16574305
1110,0.24546674
1111,0.16574305
1112,0.27242976
1113,0.16574305
1114,0.35146093
1115,0.15631238
1116,0.20840225
1117,0.16574305
1118,0.16128828
1119,0.19198756
1120,0.35130486
1121,0.19101462
1122,0.20891555
1123,0.16574305
1124,0.19609287
1125,0.21325815
1126,0.42627496
1127,0.15951814
1128,0.19799152
1129,0.34131533
1130,0.28099072
1131,0.16574305
1132,0.16504785
1133,0.17819855
1134,0.24723913
1135,0.15132602
1136,0.2500099
1137,1.1025767
1138,0.29333305
1139,0.17967555
1140,0.4131495
1141,0.15351401
1142,0.16537356
1143,0.17810196
1144,0.14787178
1145,0.44563574
1146,0.15199874
1147,0.16574305
1148,0.16574305
1149,0.27383876
1150,0.17027283
1151,0.3844913
1152,0.16574305
1153,0.33263963
1154,0.62388265
1155,0.34914407
1156,0.20070288
1157,1.6992247
1158,1.3535786
1159,0.15897983
1160,0.25727886
1161,0.5417447
1162,0.25049898
1163,0.16574305
1164,0.16627422
1165,0.16574305
1166,0.16574305
1167,0.16574305
1168,0.16574305
1169,0.16574305
1170,0.34914407
1171,0.16574305
1172,0.16574305
1173,0.15982616
1174,0.16574305
1175,0.16574305
1176,0.16574305
1177,0.15843645
1178,0.27071953
1179,0.16932167
1180,0.42804208
1181,0.14898828
1182,0.20840225
1183,0.16574305
1184,0.16667509
1185,0.17816623
1186,0.16574305
1187,0.16574305
1188,0.15873946
1189,0.84378827
1190,0.18398172
1191,0.15741539
1192,0.16574305
1193,0.8734726
1194,0.17252772
1195,0.28852147
1196,0.17027283
1197,0.16423334
1198,0.16574305
1199,0.35320508
1200,0.2009662
1201,0.16574305
1202,0.16352469
1203,0.44188592
1204,0.16574305
1205,0.86953604
1206,0.16511333
1207,0.16574305
1208,0.1651562
1209,0.1568593
1210,0.23011637
1211,0.17188771
1212,1.7725816
1213,0.6790843
1214,0.43378538
1215,0.22017744
1216,0.5098975
1217,0.44942847
1218,0.25782013
1219,0.16499959
1220,0.16574305
1221,0.16574305
1222,0.1572087
1223,0.1580102
1224,0.24594234
1225,0.16574305
1226,0.20911065
1227,0.16574305
1228,0.33253217
1229,0.2833617
1230,0.16574305
1231,0.5228529
1232,0.26928246
1233,0.23976567
1234,0.16511333
1235,0.35132682
1236,0.31745255
1237,0.40014842
1238,0.16574305
1239,0.84378827
1240,0.1583627
1241,0.3696212
1242,0.24085268
1243,0.34914407
1244,0.20840225
1245,0.17810196
1246,0.7484664
1247,0.32196093
1248,0.3338569
1249,0.15075496
1250,0.23874927
1251,0.16574305
1252,0.20690551
1253,0.34914407
1254,0.61467874
1255,0.26444566
1256,0.5928186
1257,0.16499959
1258,0.16574305
1259,0.16574305
1260,0.16574305
1261,0.23920587
1262,0.16574305
1263,0.19859554
1264,1.3298187
1265,0.26203436
1266,0.20907645
1267,0.7194426
1268,0.14607263
1269,0.16656086
1270,0.5888946
1271,0.229815
1272,0.15839458
1273,0.22979513
1274,0.16574305
1275,0.15554546
1276,0.35581
1277,0.16574305
1278,0.16574305
1279,0.57776403
1280,0.20956568
1281,0.2133739
1282,0.16025943
1283,0.2355378
1284,0.8328171
1285,0.25042462
1286,0.15964344
1287,0.65424097
1288,0.16064046
1289,0.40014842
1290,0.22141692
1291,1.5836109
1292,0.26001474
1293,0.24849948
1294,0.70733404
1295,0.29699928
1296,0.2448301
1297,0.34914407
1298,0.86844075
1299,0.2810828
1300,0.2810828
1301,0.3664844
1302,0.21442199
1303,0.16574305
1304,0.75664496
1305,0.34914407
1306,0.15363052
1307,0.1504888
1308,0.34914407
1309,0.16574305
1310,0.16574305
1311,0.22595581
1312,0.8148451
1313,0.25340116
1314,0.38352284
1315,0.16574305
1316,0.45426273
1317,0.23881653
1318,0.7666205
1319,0.16693926
1320,0.24348256
1321,0.20840225
1322,0.16574305
1323,0.34336606
1324,0.16657317
1325,0.55205226
1326,0.16574305
1327,0.16574305
1328,0.1895827
1329,0.16499959
1330,0.16574305
1331,0.16388798
1332,0.16574305
1333,1.6756761
1334,0.16981617
1335,0.15673703
1336,0.16574305
1337,0.40247095
1338,0.27982342
1339,0.23924309
1340,0.16574305
1341,0.16574305
1342,0.40800062
1343,0.1611005
1344,0.16574305
1345,0.1629844
1346,0.16574305
1347,0.23147054
1348,0.1898527
1349,0.59170353
1350,0.16574305
1351,0.24348256
1352,0.16574305
1353,0.23147054
1354,0.24362466
1355,0.34914407
1356,0.24348256
1357,0.23624197
1358,0.16453081
1359,0.6386006
1360,0.57776403
1361,0.34914407
1362,0.16436832
1363,0.22189829
1364,0.2988628
1365,0.4488077
1366,0.1577133
1367,0.23067798
1368,0.31443852
1369,0.16574305
1370,0.16574305
1371,0.16574305
1372,0.15741539
1373,0.34914407
1374,0.16574305
1375,0.34914407
1376,0.38753605
1377,0.16574305
1378,0.25215292
1379,0.24348256
1380,0.23887806
1381,0.16590442
1382,0.24530697
1383,0.38495028
1384,0.16534299
1385,0.34914407
1386,0.23520209
1387,0.18103413
1388,0.14953771
1389,0.16574305
1390,0.17902544
1391,0.1663902
1392,0.21274112
1393,0.16574305
1394,0.16574305
1395,0.34460807
1396,0.16574305
1397,0.3162412
1398,0.24284934
1399,0.18062346
1400,0.16574305
1401,0.16574305
1402,0.20840225
1403,0.697889
1404,0.16574305
1405,0.16574305
1406,0.16035263
1407,0.16574305
1408,0.15580522
1409,0.16574305
1410,0.24348256
1411,0.21068546
1412,0.15720758
1413,0.20840225
1414,0.15741539
1415,0.15114297
1416,0.23181507
1417,0.35024166
1418,0.18229188
1419,0.2553044
1420,0.16574305
1421,0.42601943
1422,0.17471471
1423,0.17519641
1424,0.16381477
1425,0.16149876
1426,0.16574305
1427,0.17810196
1428,0.1541547
1429,0.20136008
1430,0.16574305
1431,0.20304939
1432,0.16574305
1433,0.17044549
1434,0.16574305
1435,0.15221839
1436,0.16574305
1437,0.16574305
1438,0.16574305
1439,0.16574305
1440,0.16574305
1441,0.16574305
1442,0.20948027
1443,0.33063507
1444,0.16574305
1445,0.167843
1446,0.16574305
1447,0.16574305
1448,0.16574305
1449,0.24348256
1450,0.16574305
1451,0.14978763
1452,0.23673646
1453,0.20840225
1454,0.16574305
1455,0.16574305
1456,0.18568659
1457,0.16574305
1458,0.3396719
1459,0.57776403
1460,0.19530424
1461,0.18736458
1462,0.43948168
1463,0.16574305
1464,0.20269522
1465,0.2014751
1466,0.3708868
1467,0.16574305
1468,0.24348256
1469,0.23072077
1470,0.21374592
1471,0.21625699
1472,0.29102963
1473,0.24348256
1474,0.44276068
1475,0.37692684
1476,0.20840225
1477,0.39954633
1478,0.15744917
1479,0.34914407
1480,0.21232747
1481,0.17022991
1482,0.42523208
1483,0.16574305
1484,0.1550778
1485,0.1756725
1486,0.2411629
1487,0.15418871
1488,0.14808536
1489,0.32412
1490,0.15149924
1491,0.2635406
1492,0.21014078
1493,0.16574305
1494,0.34914407
1495,0.15744917
1496,0.1555516
1497,2.373218
1498,0.55851626
1499,0.16149876
1500,0.15741539
1501,0.16464524
1502,0.34914407
1503,0.16574305
1504,0.18041751
1505,0.16574305
1506,0.243535
1507,0.16574305
1508,0.20755439
1509,0.27032626
1510,0.16154237
1511,0.18504712
1512,0.16574305
1513,0.16574305
1514,0.34914407
1515,0.16574305
1516,0.16574305
1517,0.15502483
1518,0.24261618
1519,0.16044286
1520,0.16574305
1521,0.34914407
1522,0.32998216
1523,0.15167484
1524,0.3708868
1525,0.16574305
1526,0.17743172
1527,0.20840225
1528,0.16256906
1529,0.1639185
1530,0.19535537
1531,0.34914407
1532,0.3489521
1533,0.16574305
1534,0.16574305
1535,0.16574305
1536,0.42515388
1537,0.16574305
1538,0.34914407
1539,0.34744534
1540,0.16574305
1541,0.16574305
1542,0.16574305
1543,0.15152559
1544,0.17027283
1545,0.16574305
1546,0.16574305
1547,0.15924115
1548,0.39368355
1549,0.17601565
1550,0.16574305
1551,0.34914407
1552,0.16574305
1553,0.1629844
1554,0.16574305
1555,0.2781192
1556,0.24348256
1557,0.16574305
1558,0.34914407
1559,0.18836182
1560,0.20840225
1561,0.24348256
1562,0.16574305
1563,0.24348256
1564,0.16574305
1565,0.16574305
1566,0.2448301
1567,0.1563087
1568,0.16574305
1569,0.16574305
1570,0.16574305
1571,0.16574305
1572,0.16574305
1573,0.16574305
1574,0.3824612
1575,0.16574305
1576,0.16574305
1577,0.16574305
1578,0.14686091
1579,0.16574305
1580,0.16574305
1581,0.16574305
1582,0.59253883
1583,0.25052977
1584,0.35391444
1585,0.16574305
1586,0.16574305
1587,0.24348256
1588,0.16574305
1589,0.16663772
1590,0.15132602
1591,0.16574305
1592,0.16574305
1593,0.15744917
1594,0.16574305
1595,0.16574305
1596,0.16574305
1597,0.16574305
1598,0.16574305
1599,0.16574305
1600,0.16574305
1601,0.16574305
1602,0.1898527
1603,0.16574305
1604,0.16574305
1605,0.15839458
1606,0.16574305
1607,0.16574305
1608,0.34914407
1609,0.34914407
1610,0.16574305
1611,0.16574305
1612,0.16574305
1613,0.47852612
1614,0.16574305
1615,0.5025369
1616,0.16574305
1617,0.16574305
1618,0.54045856
1619,0.16574305
1620,0.16585003
1621,0.46378055
1622,0.16574305
1623,0.16574305
1624,0.16574305
1625,0.16574305
1626,0.16574305
1627,0.6121098
1628,0.16149876
1629,0.16574305
1630,0.16574305
1631,0.16574305
1632,0.16574305
1633,0.16574305
1634,0.16574305
1635,0.16574305
1636,0.16574305
1637,0.16574305
1638,0.20418586
1639,0.16574305
1640,0.16584653
1641,0.16574305
1642,0.16574305
1643,0.15776767
1644,0.24118552
1645,0.16574305
1646,0.20840225
1647,0.5146513
1648,0.16574305
1649,0.16574305
1650,0.16574305
1651,0.17461768
1652,0.16574305
1653,0.42523208
1654,0.57776403
1655,0.2553044
1656,0.4214748
1657,0.2762217
1658,0.16574305
1659,0.44846103
1660,0.16574305
1661,0.16002405
1662,0.16574305
1663,0.16574305
1664,0.77951086
1665,0.16574305
1666,0.16584653
1667,0.16574305
1668,0.24348256
